"country","project","id","year","month","date","site","treatment","plot_id","functional_group","family","name_2020","genus","species","individual_nr","plant_height_cm","nr_leaves","bulk","wet_mass_total_g","leaf_thickness_1_mm","leaf_thickness_2_mm","leaf_thickness_3_mm","dry_mass_total_g","number_leaves_scan","leaf_area_total_cm2","wet_mass_g","dry_mass_g","leaf_area_cm2","sla_cm2_g","ldmc","leaf_thickness_ave_mm","area_flag","dry_flag","wet_flag"
"PE","PFTC5","AIP9349",2020,"March","2020-03-12","QUE","BB",4,"Gramminoid","Cyperaceae","Rhynchospora macrochaeta","Rhynchospora","macrochaeta",3,25.3,NA,NA,0.622,0.341,0.332,0.33,0.2635,2,17.721,NA,NA,NA,NA,NA,0.334333333333333,NA,NA,NA
"PE","PFTC5","BCV1723",2020,"March","2020-03-12","QUE","BB",1,"Woody","Asteraceae","Baccharis caespitosa","Baccharis","caespitosa",3,0.9,NA,"10",0.022,0.321,0.218,0.182,0.0084,10,0.769,NA,NA,NA,NA,NA,0.240333333333333,NA,NA,NA
"PE","PFTC5","AXT6653",2020,"March","2020-03-12","QUE","BB",2,"Woody","Ericaceae","Vaccinium floribundum","Vaccinium","floribundum",5,2.5,NA,"5",0.018,0.34,0.366,0.299,0.0089,6,0.591,NA,NA,NA,NA,NA,0.335,NA,NA,NA
"PE","PFTC5","AXQ2447",2020,"March","2020-03-12","QUE","BB",2,"Woody","Ericaceae","Vaccinium floribundum","Vaccinium","floribundum",2,3.7,NA,"5",0.038,0.383,0.32,0.361,0.0185,5,1.193,NA,NA,NA,NA,NA,0.354666666666667,NA,NA,NA
"PE","PFTC5","BJM4024",2020,"March","2020-03-12","QUE","BB",1,"Forb","Geraniaceae","Geranium sessiliflorum","Geranium","sessiliflorum",1,2.1,NA,"2",0.071,0.163,0.151,0.159,0.0199,5,2.667,NA,NA,NA,NA,NA,0.157666666666667,NA,NA,NA
"PE","PFTC5","AXB8981",2020,"March","2020-03-12","ACJ","C",4,"Woody","Ericaceae","Pernettya prostrata","Pernettya","prostrata",3,32,NA,"5",0.14,0.382,0.321,0.368,0.0511,5,3.645,NA,NA,NA,NA,NA,0.357,NA,NA,NA
"PE","PFTC5","BJN7481",2020,"March","2020-03-12","QUE","BB",3,"Forb","Asteraceae","Aphanactis villosa","Aphanactis","villosa",2,0.12,NA,"6",0.117,0.11,0.195,0.188,0.0113,6,2.635,NA,NA,NA,NA,NA,0.164333333333333,NA,NA,NA
"PE","PFTC5","BUQ3310",2020,"March","2020-03-12","QUE","BB",1,"Gramminoid","Juncaceae","Luzula racemosa","Luzula","racemosa",4,20.1,NA,"3",0.049,0.231,0.244,0.249,0.0202,4,1.938,NA,NA,NA,NA,NA,0.241333333333333,NA,NA,NA
"PE","PFTC5","AWN8341",2020,"March","2020-03-12","QUE","BB",5,"Gramminoid","Poaceae","Agrostis foliata","Agrostis","foliata",1,12,NA,"2",0.043,0.138,0.166,0.123,0.014,3,1.294,NA,NA,NA,NA,NA,0.142333333333333,NA,NA,NA
"PE","PFTC5","BCN5504",2020,"March","2020-03-12","QUE","BB",3,"Gramminoid","Juncaceae","Luzula racemosa","Luzula","racemosa",1,8.9,NA,NA,0.057,0.23,0.218,0.215,0.0201,4,2.989,NA,NA,NA,NA,NA,0.221,NA,NA,NA
"PE","PFTC5","BXX1882",2020,"March","2020-03-12","QUE","BB",4,"Woody","Hypericaceae","Hypericum andinum","Hypericum","andinum",1,6.1,1,"25",0.013,0.2,0.079,0.08,0.0052,22,0.758,0.013,0.0052,0.758,145.769230769231,0.4,0.119666666666667,NA,NA,NA
"PE","PFTC5","BDH2930",2020,"March","2020-03-12","QUE","BB",1,"Woody","Asteraceae","Baccharis caespitosa","Baccharis","caespitosa",2,11,NA,"10",0.035,0.353,0.296,0.311,0.0157,11,1.328,NA,NA,NA,NA,NA,0.32,NA,NA,NA
"PE","PFTC5","BUY1975",2020,"March","2020-03-12","QUE","BB",1,"Gramminoid","Juncaceae","Luzula racemosa","Luzula","racemosa",5,3.8,NA,"2",0.056,0.225,0.207,0.227,0.0184,2,2.196,NA,NA,NA,NA,NA,0.219666666666667,NA,NA,NA
"PE","PFTC5","AWM5612",2020,"March","2020-03-12","QUE","BB",5,"Woody","Asteraceae","Baccharis caespitosa","Baccharis","caespitosa",3,0.12,NA,"15",0.02,0.255,0.251,0.095,0.0079,17,0.708,NA,NA,NA,NA,NA,0.200333333333333,NA,NA,NA
"PE","PFTC5","CDE6757",2020,"March","2020-03-12","QUE","BB",4,"Woody","Hypericaceae","Hypericum andinum","Hypericum","andinum",2,4.6,1,"50",0.053,0.165,0.157,0.141,0.0166,39,2.193,0.053,0.0166,2.193,132.10843373494,0.313207547169811,0.154333333333333,NA,NA,NA
"PE","PFTC5","AJZ6728",2020,"March","2020-03-12","QUE","BB",1,"Forb","Asteraceae","Gamochaeta coarctata","Gamochaeta","coarctata",2,3.6,NA,"3",0.015,0.144,0.134,0.155,0.0055,9,1.018,NA,NA,NA,NA,NA,0.144333333333333,"Leaf too white_Area missing",NA,NA
"PE","PFTC5","AYM5154",2020,"March","2020-03-12","QUE","BB",3,"Gramminoid","Poaceae","Calamagrostis tarmensis","Calamagrostis","tarmensis",3,21,NA,NA,0.03,0.329,0.326,0.319,0.0146,1,0.713,NA,NA,NA,NA,NA,0.324666666666667,NA,NA,NA
"PE","PFTC5","CCA2023",2020,"March","2020-03-12","QUE","BB",2,"Gramminoid","Poaceae","Festuca andina","Festuca","andina",1,7,NA,"8",0.079,0.179,0.197,0.122,0.0335,9,2.861,NA,NA,NA,NA,NA,0.166,NA,NA,NA
"PE","PFTC5","BXT0239",2020,"March","2020-03-12","QUE","BB",4,"Gramminoid","Cyperaceae","Carex pichinchensis","Carex","pichinchensis",3,8.1,NA,"1",0.111,0.223,0.237,0.239,0.0397,2,4.616,NA,NA,NA,NA,NA,0.233,NA,NA,NA
"PE","PFTC5","BKL0006",2020,"March","2020-03-12","QUE","BB",1,"Forb","Apiaceae","Oreomyrrhis andicola","Oreomyrrhis","andicola",2,5.7,NA,NA,0.135,0.108,0.109,0.144,0.036,3,4.213,NA,NA,NA,NA,NA,0.120333333333333,NA,NA,NA
"PE","PFTC5","AYP4181",2020,"March","2020-03-12","QUE","BB",3,"Gramminoid","Poaceae","Calamagrostis tarmensis","Calamagrostis","tarmensis",2,19,NA,NA,0.034,0.343,0.372,0.407,0.0178,1,0.76,NA,NA,NA,NA,NA,0.374,NA,NA,NA
"PE","PFTC5","AJW6923",2020,"March","2020-03-12","QUE","BB",2,"Gramminoid","Poaceae","Festuca andina","Festuca","andina",3,7,NA,NA,0.044,0.148,0.106,0.142,0.0168,8,1.492,NA,NA,NA,NA,NA,0.132,NA,NA,NA
"PE","PFTC5","BXG0751",2020,"March","2020-03-12","QUE","BB",4,"Gramminoid","Poaceae","Calamagrostis tarmensis","Calamagrostis","tarmensis",1,17,NA,NA,0.108,0.446,0.378,0.403,0.0543,7,3.816,NA,NA,NA,NA,NA,0.409,NA,NA,NA
"PE","PFTC5","ATA1063",2020,"March","2020-03-12","QUE","BB",1,"Forb","Apiaceae","Oreomyrrhis andicola","Oreomyrrhis","andicola",1,3,1,"1",0.128,0.2,0.18,0.174,0.0316,14,3.932,0.128,0.0316,3.932,124.430379746835,0.246875,0.184666666666667,NA,NA,NA
"PE","PFTC5","BWC3456",2020,"March","2020-03-12","QUE","BB",2,"Gramminoid","Poaceae","Calamagrostis rigida","Calamagrostis","rigida",1,21,NA,"1",0.037,0.305,0.283,0.305,0.0159,1,0.85,NA,NA,NA,NA,NA,0.297666666666667,NA,NA,NA
"PE","PFTC5","BXE7877",2020,"March","2020-03-12","QUE","BB",2,"Gramminoid","Juncaceae","Luzula racemosa","Luzula","racemosa",1,5.7,NA,NA,0.071,0.259,0.262,0.263,0.0267,1,3.097,NA,NA,NA,NA,NA,0.261333333333333,NA,NA,NA
"PE","PFTC5","BXO0666",2020,"March","2020-03-12","QUE","BB",4,"Gramminoid","Poaceae","Calamagrostis tarmensis","Calamagrostis","tarmensis",3,22,NA,"5",0.219,0.383,0.333,0.271,0.0957,5,5.518,NA,NA,NA,NA,NA,0.329,NA,NA,NA
"PE","PFTC5","BXM0001",2020,"March","2020-03-12","QUE","BB",2,"Gramminoid","Juncaceae","Luzula racemosa","Luzula","racemosa",3,6.1,NA,NA,0.023,0.21,0.154,0.17,0.0096,1,1.2,NA,NA,NA,NA,NA,0.178,NA,NA,NA
"PE","PFTC5","AIV2675",2020,"March","2020-03-12","QUE","BB",3,"Gramminoid","Cyperaceae","Carex pygmaea","Carex","pygmaea",1,2.5,NA,"3",0.036,0.122,0.129,0.128,0.0184,3,2.56,NA,NA,NA,NA,NA,0.126333333333333,NA,NA,NA
"PE","PFTC5","AWL0335",2020,"March","2020-03-12","QUE","BB",5,"Woody","Asteraceae","Baccharis caespitosa","Baccharis","caespitosa",2,0.8,NA,NA,0.047,0.32,0.317,0.315,0.0179,10,1.378,NA,NA,NA,NA,NA,0.317333333333333,NA,NA,NA
"PE","PFTC5","BVM5909",2020,"March","2020-03-12","QUE","BB",5,"Gramminoid","Poaceae","Calamagrostis anemona","Calamagrostis","anemona",2,13,NA,"5",0.025,0.309,0.234,0.172,0.0327,5,2.2,NA,NA,NA,NA,NA,0.238333333333333,NA,NA,NA
"PE","PFTC5","CDA9342",2020,"March","2020-03-12","QUE","BB",4,"Woody","Hypericaceae","Hypericum andinum","Hypericum","andinum",3,3.7,1,"53",0.035,0.117,0.128,0.113,0.0108,39,2.193,0.035,0.0108,2.193,203.055555555556,0.308571428571429,0.119333333333333,NA,NA,NA
"PE","PFTC5","AJA2506",2020,"March","2020-03-12","QUE","BB",1,"Forb","Apiaceae","Oreomyrrhis andicola","Oreomyrrhis","andicola",3,4.1,1,NA,0.16,0.298,0.244,0.22,0.042,6,4.611,0.16,0.042,4.611,109.785714285714,0.2625,0.254,NA,NA,NA
"PE","PFTC5","BXF2129",2020,"March","2020-03-12","QUE","BB",2,"Gramminoid","Cyperaceae","Carex pichinchensis","Carex","pichinchensis",2,15.8,NA,"1",0.279,0.283,0.245,0.23,0.1141,4,12.436,NA,NA,NA,NA,NA,0.252666666666667,NA,NA,NA
"PE","PFTC5","BWH0617",2020,"March","2020-03-12","QUE","BB",1,"Woody","Hypericaceae","Hypericum andinum","Hypericum","andinum",2,46,1,NA,0.037,0.064,0.119,0.094,0.0171,60,2.797,0.037,0.0171,2.797,163.567251461988,0.462162162162162,0.0923333333333333,NA,NA,NA
"PE","PFTC5","BVP4602",2020,"March","2020-03-12","QUE","BB",5,"Gramminoid","Cyperaceae","Carex pygmaea","Carex","pygmaea",2,2.9,NA,"3",0.027,0.122,0.155,0.142,0.0174,3,2.178,NA,NA,NA,NA,NA,0.139666666666667,NA,NA,NA
"PE","PFTC5","BWZ7163",2020,"March","2020-03-12","QUE","BB",3,"Gramminoid","Cyperaceae","Carex pichinchensis","Carex","pichinchensis",1,12.9,NA,"1",0.141,0.267,0.204,0.153,0.0603,1,6.74,NA,NA,NA,NA,NA,0.208,NA,NA,NA
"PE","PFTC5","BWA4923",2020,"March","2020-03-12","QUE","BB",2,"Gramminoid","Poaceae","Agrostis breviculmis","Agrostis","breviculmis",1,2.5,NA,"7",0.02,0.171,0.187,0.174,0.0083,7,0.99,NA,NA,NA,NA,NA,0.177333333333333,NA,NA,NA
"PE","PFTC5","BJU5399",2020,"March","2020-03-12","QUE","BB",4,"Forb","Euphobiaceae","Euphorbia huanchahana","Euphorbia","huanchahana",1,0.8,NA,"5",0.04,0.213,0.217,0.238,0.0084,5,1.478,NA,NA,NA,NA,NA,0.222666666666667,NA,NA,NA
"PE","PFTC5","CDC1674",2020,"March","2020-03-12","QUE","BB",4,"Gramminoid","Poaceae","Calamagrostis anemona","Calamagrostis","anemona",1,14,NA,"5",0.051,0.244,0.24,0.203,0.0271,6,2.112,NA,NA,NA,NA,NA,0.229,NA,NA,NA
"PE","PFTC5","BWY3980",2020,"March","2020-03-12","QUE","BB",1,"Gramminoid","Poaceae","Calamagrostis anemona","Calamagrostis","anemona",4,12.3,NA,"5",0.06,0.148,0.159,0.147,0.0281,6,2.191,NA,NA,NA,NA,NA,0.151333333333333,NA,NA,NA
"PE","PFTC5","BWE0585",2020,"March","2020-03-12","QUE","BB",2,"Gramminoid","Poaceae","Agrostis breviculmis","Agrostis","breviculmis",3,4,NA,"6",0.02,0.121,0.124,0.125,0.0058,8,0.842,NA,NA,NA,NA,NA,0.123333333333333,NA,NA,NA
"PE","PFTC5","BXU2822",2020,"March","2020-03-12","QUE","BB",2,"Gramminoid","Juncaceae","Luzula racemosa","Luzula","racemosa",5,4.7,NA,"1",0.067,0.203,0.225,0.231,0.0279,1,2.802,NA,NA,NA,NA,NA,0.219666666666667,NA,NA,NA
"PE","PFTC5","BWL3363",2020,"March","2020-03-12","QUE","BB",1,"Woody","Hypericaceae","Hypericum andinum","Hypericum","andinum",3,34,1,NA,0.037,0.081,0.094,0.035,0.0158,64,2.287,0.037,0.0158,2.287,144.746835443038,0.427027027027027,0.07,NA,NA,NA
"PE","PFTC5","BVL6152",2020,"March","2020-03-12","QUE","BB",5,"Gramminoid","Cyperaceae","Carex pygmaea","Carex","pygmaea",3,2.4,NA,"3",0.052,0.195,0.186,0.168,0.0205,3,3.214,NA,NA,NA,NA,NA,0.183,NA,NA,NA
"PE","PFTC5","AYL1856",2020,"March","2020-03-12","QUE","BB",5,"Woody","Hypericaceae","Hypericum andinum","Hypericum","andinum",2,5.4,1,NA,0.028,0.094,0.157,0.132,0.0142,61,2.216,0.028,0.0142,2.216,156.056338028169,0.507142857142857,0.127666666666667,NA,NA,NA
"PE","PFTC5","BWO8975",2020,"March","2020-03-12","QUE","BB",2,"Gramminoid","Poaceae","Agrostis breviculmis","Agrostis","breviculmis",2,2,NA,"5",0.023,0.082,0.1,0.093,0.0054,7,0.84,NA,NA,NA,NA,NA,0.0916666666666667,NA,NA,NA
"PE","PFTC5","BXH1373",2020,"March","2020-03-12","QUE","BB",3,"Gramminoid","Cyperaceae","Carex pichinchensis","Carex","pichinchensis",3,6.7,NA,"1",0.051,0.215,0.231,0.223,0.0245,3,2.894,NA,NA,NA,NA,NA,0.223,NA,NA,NA
"PE","PFTC5","BXD6709",2020,"March","2020-03-12","QUE","BB",3,"Gramminoid","Cyperaceae","Carex pichinchensis","Carex","pichinchensis",2,10.9,NA,"1",0.109,0.266,0.292,0.223,0.0569,3,6.572,NA,NA,NA,NA,NA,0.260333333333333,NA,NA,NA
"PE","PFTC5","BWI2838",2020,"March","2020-03-12","QUE","BB",1,"Forb","Violaceae","Viola pygmaea","Viola","pygmaea",1,1,NA,"1",0.036,0.419,0.369,0.41,0.0063,1,0.464,NA,NA,NA,NA,NA,0.399333333333333,NA,NA,NA
"PE","PFTC5","BVS2224",2020,"March","2020-03-12","QUE","BB",4,"Gramminoid","Poaceae","Anatherostipa hans-meyeri","Anatherostipa","hans-meyeri",2,6,NA,"4",0.019,0.195,0.126,0.119,0.012,4,1.011,NA,NA,NA,NA,NA,0.146666666666667,NA,NA,NA
"PE","PFTC5","BVY0038",2020,"March","2020-03-12","QUE","BB",1,"Forb","Violaceae","Viola pygmaea","Viola","pygmaea",3,2.1,NA,"5",0.045,0.127,0.119,0.105,0.0084,6,0.882,NA,NA,NA,NA,NA,0.117,NA,NA,NA
"PE","PFTC5","BJF3603",2020,"March","2020-03-12","QUE","BB",1,"Forb","Geraniaceae","Geranium sessiliflorum","Geranium","sessiliflorum",4,1.8,NA,"2",0.162,0.146,0.167,0.138,0.0352,3,4.66,NA,NA,NA,NA,NA,0.150333333333333,NA,NA,NA
"PE","PFTC5","BJJ5192",2020,"March","2020-03-12","QUE","BB",1,"Forb","Geraniaceae","Geranium sessiliflorum","Geranium","sessiliflorum",2,2.4,NA,"2",0.111,0.193,0.205,0.185,0.0255,2,3.254,NA,NA,NA,NA,NA,0.194333333333333,NA,NA,NA
"PE","PFTC5","AUO6988",2020,"March","2020-03-12","ACJ","C",2,"Gramminoid","Poaceae","Paspalum bonplandianum","Paspalum","bonplandianum",3,NA,4,NA,0.014,0.129,0.112,0.111,0.0036,1,1.458,0.0035,9e-04,0.3645,405,0.257142857142857,0.117333333333333,NA,NA,NA
"PE","PFTC5","AUP3248",2020,"March","2020-03-12","ACJ","C",2,"Gramminoid","Poaceae","Paspalum bonplandianum","Paspalum","bonplandianum",3,NA,3,NA,0.075,0.108,0.123,0.094,0.0236,1,5.583,0.025,0.00786666666666667,1.861,236.56779661017,0.314666666666667,0.108333333333333,NA,NA,NA
"PE","PFTC5","AEY6415",2020,"March","2020-03-12","ACJ","C",3,"Gramminoid","Poaceae","Paspalum bonplandianum","Paspalum","bonplandianum",3,14,1,NA,0.068,0.089,0.132,0.099,0.0204,1,5.308,0.068,0.0204,5.308,260.196078431373,0.3,0.106666666666667,NA,NA,NA
"PE","PFTC5","ACP7341",2020,"March","2020-03-12","ACJ","C",1,"Gramminoid","Poaceae","Paspalum bonplandianum","Paspalum","bonplandianum",3,15.5,3,NA,0.046,0.205,0.1,0.104,0.0127,1,5.817,0.0153333333333333,0.00423333333333333,1.939,458.031496062992,0.276086956521739,0.136333333333333,NA,NA,NA
"PE","PFTC5","ASN2155",2020,"March","2020-03-12","ACJ","C",2,"Gramminoid","Poaceae","Paspalum bonplandianum","Paspalum","bonplandianum",2,7.5,3,NA,0.027,0.175,0.221,0.083,0.0077,1,2.295,0.009,0.00256666666666667,0.765,298.051948051948,0.285185185185185,0.159666666666667,NA,NA,NA
"PE","PFTC5","ABR6458",2020,"March","2020-03-12","ACJ","C",1,"Gramminoid","Poaceae","Paspalum bonplandianum","Paspalum","bonplandianum",1,20.5,1,NA,0.055,0.135,0.111,0.109,0.0157,1,4.226,0.055,0.0157,4.226,269.171974522293,0.285454545454545,0.118333333333333,NA,NA,NA
"PE","PFTC5","AVN3202",2020,"March","2020-03-12","ACJ","C",3,"Forb","Rosaceae","Lachemilla orbiculata","Lachemilla","orbiculata",3,3.3,5,NA,0.093,0.234,0.242,0.225,0.0275,2,2.378,0.0186,0.0055,0.4756,86.4727272727273,0.295698924731183,0.233666666666667,NA,NA,NA
"PE","PFTC5","AEF2999",2020,"March","2020-03-12","ACJ","C",3,"Forb","Rosaceae","Lachemilla orbiculata","Lachemilla","orbiculata",1,11.2,3,NA,0.203,0.204,0.237,0.241,0.043,2,5.538,0.0676666666666667,0.0143333333333333,1.846,128.790697674419,0.211822660098522,0.227333333333333,NA,NA,NA
"PE","PFTC5","AEE2202",2020,"March","2020-03-12","ACJ","C",3,"Forb","Rosaceae","Lachemilla orbiculata","Lachemilla","orbiculata",1,11.2,2,NA,0.216,0.253,0.264,0.259,0.0534,4,4.445,0.108,0.0267,2.2225,83.2397003745318,0.247222222222222,0.258666666666667,NA,NA,NA
"PE","PFTC5","ATP1390",2020,"March","2020-03-12","ACJ","C",3,"Forb","Rosaceae","Lachemilla orbiculata","Lachemilla","orbiculata",1,11.2,1,NA,0.171,0.221,0.2,0.214,0.0463,2,4.135,0.171,0.0463,4.135,89.3088552915767,0.270760233918129,0.211666666666667,NA,NA,NA
"PE","PFTC5","AAU6819",2020,"March","2020-03-12","ACJ","C",3,"Forb","Asteraceae","Hieracium cf. mandonii","Hieracium","cf. mandonii",1,11.3,NA,NA,0.259,0.263,0.246,0.251,0.0423,1,6.886,NA,NA,NA,NA,NA,0.253333333333333,NA,NA,NA
"PE","PFTC5","ABD7604",2020,"March","2020-03-12","ACJ","C",3,"Forb","Gentianaceae","Halenia umbellata","Halenia","umbellata",2,8.8,2,NA,0.067,0.294,0.311,0.302,0.0175,1,2.274,0.0335,0.00875,1.137,129.942857142857,0.261194029850746,0.302333333333333,NA,NA,NA
"PE","PFTC5","ABC4816",2020,"March","2020-03-12","ACJ","C",3,"Forb","Gentianaceae","Halenia umbellata","Halenia","umbellata",1,6.4,5,NA,0.08,0.281,0.337,0.263,0.0184,1,2.615,0.016,0.00368,0.523,142.119565217391,0.23,0.293666666666667,NA,NA,NA
"PE","PFTC5","ACD5747",2020,"March","2020-03-12","ACJ","C",3,"Forb","Gentianaceae","Halenia umbellata","Halenia","umbellata",2,8.8,4,NA,0.08,0.257,0.335,0.317,0.0165,1,2.47,0.02,0.004125,0.6175,149.69696969697,0.20625,0.303,NA,NA,NA
"PE","PFTC5","AAJ1133",2020,"March","2020-03-12","ACJ","C",3,"Forb","Gentianaceae","Halenia umbellata","Halenia","umbellata",1,6.4,1,NA,0.08,0.307,0.287,0.293,0.0169,1,2.493,0.08,0.0169,2.493,147.514792899408,0.21125,0.295666666666667,NA,NA,NA
"PE","PFTC5","ABE9156",2020,"March","2020-03-12","ACJ","C",3,"Forb","Gentianaceae","Halenia umbellata","Halenia","umbellata",2,8.8,3,NA,0.071,0.348,0.327,0.334,0.0154,1,2.182,0.0236666666666667,0.00513333333333333,0.727333333333333,141.688311688312,0.216901408450704,0.336333333333333,NA,NA,NA
"PE","PFTC5","AUE9764",2020,"March","2020-03-12","ACJ","C",4,"Forb","Gentianaceae","Halenia umbellata","Halenia","umbellata",2,9.5,5,NA,0.066,0.224,0.224,0.284,0.0158,1,2.257,0.0132,0.00316,0.4514,142.848101265823,0.239393939393939,0.244,NA,NA,NA
"PE","PFTC5","ADX3747",2020,"March","2020-03-12","ACJ","C",4,"Forb","Gentianaceae","Halenia umbellata","Halenia","umbellata",1,9,5,NA,0.069,0.235,0.236,0.239,0.0164,1,2.114,0.0138,0.00328,0.4228,128.90243902439,0.23768115942029,0.236666666666667,NA,NA,NA
"PE","PFTC5","ATF3984",2020,"March","2020-03-12","ACJ","C",4,"Forb","Gentianaceae","Halenia umbellata","Halenia","umbellata",1,9,3,NA,0.048,0.228,0.236,0.224,0.0119,1,2.033,0.016,0.00396666666666667,0.677666666666667,170.840336134454,0.247916666666667,0.229333333333333,NA,NA,NA
"PE","PFTC5","ADU0043",2020,"March","2020-03-12","ACJ","C",4,"Gramminoid","Poaceae","Paspalum bonplandianum","Paspalum","bonplandianum",2,16,4,NA,0.079,0.105,0.111,0.123,0.0191,1,4.708,0.01975,0.004775,1.177,246.492146596859,0.241772151898734,0.113,NA,NA,NA
"PE","PFTC5","ADR7570",2020,"March","2020-03-12","ACJ","C",4,"Gramminoid","Poaceae","Paspalum bonplandianum","Paspalum","bonplandianum",2,16,2,NA,0.055,0.096,0.103,0.102,0.0153,1,4.552,0.0275,0.00765,2.276,297.516339869281,0.278181818181818,0.100333333333333,NA,NA,NA
"PE","PFTC5","AEN1629",2020,"March","2020-03-12","ACJ","C",1,"Gramminoid","Poaceae","Paspalum bonplandianum","Paspalum","bonplandianum",2,9.5,5,NA,0.031,0.095,0.086,0.098,0.009,2,2.622,0.0062,0.0018,0.5244,291.333333333333,0.290322580645161,0.093,NA,NA,NA
"PE","PFTC5","AEI1103",2020,"March","2020-03-12","ACJ","C",3,"Gramminoid","Poaceae","Paspalum bonplandianum","Paspalum","bonplandianum",1,11.7,5,NA,0.07,0.1,0.117,0.133,0.0199,1,4.428,0.014,0.00398,0.8856,222.51256281407,0.284285714285714,0.116666666666667,NA,NA,NA
"PE","PFTC5","ACM2087",2020,"March","2020-03-12","ACJ","C",5,"Forb","Gentianaceae","Halenia umbellata","Halenia","umbellata",3,3,5,NA,0.046,0.287,0.277,0.258,0.0104,1,1.195,0.0092,0.00208,0.239,114.903846153846,0.226086956521739,0.274,NA,NA,NA
"PE","PFTC5","ACQ5275",2020,"March","2020-03-12","ACJ","C",1,"Gramminoid","Poaceae","Paspalum bonplandianum","Paspalum","bonplandianum",3,15.5,1,NA,0.022,0.09,0.093,0.105,0.0053,1,2.248,0.022,0.0053,2.248,424.150943396226,0.240909090909091,0.096,NA,NA,NA
"PE","PFTC5","AUT5695",2020,"March","2020-03-12","ACJ","C",1,"Forb","Gentianaceae","Halenia umbellata","Halenia","umbellata",3,11,2,NA,0.068,0.223,0.218,0.245,0.0158,2,2.488,0.034,0.0079,1.244,157.46835443038,0.232352941176471,0.228666666666667,NA,NA,NA
"PE","PFTC5","AUS8955",2020,"March","2020-03-12","ACJ","C",1,"Forb","Gentianaceae","Halenia umbellata","Halenia","umbellata",3,11,1,NA,0.052,0.214,0.225,0.239,0.0118,1,1.849,0.052,0.0118,1.849,156.694915254237,0.226923076923077,0.226,NA,NA,NA
"PE","PFTC5","ABU2058",2020,"March","2020-03-12","ACJ","C",1,"Gramminoid","Poaceae","Paspalum bonplandianum","Paspalum","bonplandianum",2,9.5,1,NA,0.038,0.144,0.107,0.148,0.0099,2,3.39,0.038,0.0099,3.39,342.424242424242,0.260526315789474,0.133,NA,NA,NA
"PE","PFTC5","ADK0442",2020,"March","2020-03-12","ACJ","C",4,"Forb","Rosaceae","Lachemilla orbiculata","Lachemilla","orbiculata",3,5,3,NA,0.134,0.3,0.272,0.332,0.0375,2,2.832,0.0446666666666667,0.0125,0.944,75.52,0.279850746268657,0.301333333333333,NA,NA,NA
"PE","PFTC5","AUX5141",2020,"March","2020-03-12","ACJ","C",5,"Forb","Gentianaceae","Halenia umbellata","Halenia","umbellata",1,7.3,5,NA,0.047,0.212,0.207,0.235,0.0109,1,1.618,0.0094,0.00218,0.3236,148.440366972477,0.231914893617021,0.218,NA,NA,NA
"PE","PFTC5","AVQ1916",2020,"March","2020-03-12","ACJ","C",5,"Forb","Gentianaceae","Halenia umbellata","Halenia","umbellata",1,7.3,4,NA,0.049,0.201,0.202,0.251,0.0115,1,1.569,0.01225,0.002875,0.39225,136.434782608696,0.23469387755102,0.218,NA,NA,NA
"PE","PFTC5","AVP0214",2020,"March","2020-03-12","ACJ","C",5,"Forb","Gentianaceae","Halenia umbellata","Halenia","umbellata",1,7.3,2,NA,0.056,0.215,0.205,0.238,0.0141,1,1.606,0.028,0.00705,0.803,113.900709219858,0.251785714285714,0.219333333333333,NA,NA,NA
"PE","PFTC5","BCR7873",2020,"March","2020-03-12","QUE","BB",2,"Forb","Asteraceae","Werneria villosa","Werneria","villosa",3,3.6,NA,"15",0.175,0.267,0.222,0.251,0.0414,16,2.737,NA,NA,NA,NA,NA,0.246666666666667,NA,NA,NA
"PE","PFTC5","BCW3886",2020,"March","2020-03-12","QUE","BB",2,"Woody","Asteraceae","Baccharis caespitosa","Baccharis","caespitosa",1,0.8,NA,"16",0.043,0.3,0.321,0.351,0.0115,20,1.32,NA,NA,NA,NA,NA,0.324,NA,NA,NA
"PE","PFTC5","AFI2380",2020,"March","2020-03-12","QUE","BB",2,"Forb","Asteraceae","Antennaria linearifolia","Antennaria","linearifolia",3,1.4,NA,"3",0.057,0.307,0.271,0.198,0.0215,4,2.243,NA,NA,NA,NA,NA,0.258666666666667,NA,NA,NA
"PE","PFTC5","AFL3747",2020,"March","2020-03-12","QUE","BB",2,"Forb","Asteraceae","Antennaria linearifolia","Antennaria","linearifolia",2,1.1,NA,"3",0.034,0.33,0.217,0.198,0.0072,6,0.725,NA,NA,NA,NA,NA,0.248333333333333,"Leaf too white_Area missing",NA,NA
"PE","PFTC5","BCP9007",2020,"March","2020-03-12","QUE","BB",4,"Forb","Asteraceae","Antennaria linearifolia","Antennaria","linearifolia",3,3.4,NA,"5",0.1,0.248,0.241,0.181,0.025,12,12.105,NA,NA,NA,NA,NA,0.223333333333333,"Area estimated",NA,NA
"PE","PFTC5","BVF1509",2020,"March","2020-03-12","QUE","BB",1,"Gramminoid","Cyperaceae","Carex pichinchensis","Carex","pichinchensis",1,6,NA,NA,0.046,0.241,0.254,0.222,0.0189,1,2.089,NA,NA,NA,NA,NA,0.239,NA,NA,NA
